@RELATION gaze_labels

%@METADATA width_px 1280
%@METADATA height_px 720
%@METADATA width_mm 400.00
%@METADATA height_mm 225.00
%@METADATA distance_mm 450.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller1 INTEGER
@ATTRIBUTE handlabeller2 INTEGER
@ATTRIBUTE handlabeller_final INTEGER
@ATTRIBUTE speed_1 NUMERIC
@ATTRIBUTE direction_1 NUMERIC
@ATTRIBUTE acceleration_1 NUMERIC
@ATTRIBUTE speed_2 NUMERIC
@ATTRIBUTE direction_2 NUMERIC
@ATTRIBUTE acceleration_2 NUMERIC
@ATTRIBUTE speed_4 NUMERIC
@ATTRIBUTE direction_4 NUMERIC
@ATTRIBUTE acceleration_4 NUMERIC
@ATTRIBUTE speed_8 NUMERIC
@ATTRIBUTE direction_8 NUMERIC
@ATTRIBUTE acceleration_8 NUMERIC
@ATTRIBUTE speed_16 NUMERIC
@ATTRIBUTE direction_16 NUMERIC
@ATTRIBUTE acceleration_16 NUMERIC

% Handlabelling data is arranged in 3 columns: handlabeller1 and handlabeller2 indicate the first two experts, handlabeller_final column contains the final, tie-breaking labels.
% Labels in these columns are to be interpreted as follows:
%   - 0 is UNKNOWN
%   - 1 is FIX (fixation)
%   - 2 is SACCADE
%   - 3 is SP (smooth pursuit)
%   - 4 is NOISE
% 
%The number after speed, direction denotes the step size that was used for the calculation.
%Acceleration was calculated between two adjacent samples of the already low pass filtered velocity

@DATA
17926000,1083.00,76.20,1.00,1,1,1,50.00,1.57,33657.28,51.54,1.82,15934.44,27.95,2.68,4941.06,24.41,2.45,3221.18,17.47,2.68,390.62
17930000,1082.90,76.40,1.00,1,1,1,55.90,2.03,6250.00,45.07,2.16,4419.42,45.50,1.85,8414.32,30.94,2.36,1746.93,21.25,2.84,1235.26
17934000,1082.80,76.50,1.00,1,1,1,35.36,2.36,6250.00,39.53,1.89,3125.00,56.60,1.68,3493.86,36.44,2.11,2470.53,25.24,2.76,1104.85
17938000,1082.80,76.70,1.00,1,1,1,50.00,1.57,8838.83,76.03,1.41,11267.35,51.54,1.82,2209.71,49.41,2.18,3314.56,25.24,2.76,0.00
17942000,1082.90,77.10,1.00,1,1,1,103.08,1.33,13975.42,63.74,1.77,6987.71,51.54,1.82,0.00,40.02,2.25,2470.53,20.31,2.75,1235.26
17946000,1082.70,77.20,1.00,1,1,1,55.90,2.68,26516.50,45.07,2.55,11267.35,57.62,2.43,8414.32,35.63,2.48,2470.53,13.98,2.68,1610.59
17950000,1082.60,77.30,1.00,1,1,1,35.36,2.36,6250.00,76.03,2.98,9882.12,44.19,3.00,7812.50,33.22,2.42,781.25,15.62,2.50,781.25
17954000,1082.10,77.30,1.00,1,1,1,125.00,3.14,25769.41,51.54,-2.90,8838.83,44.19,-3.00,3125.00,29.48,2.58,1562.50,14.41,2.28,873.46
17958000,1082.20,77.20,1.00,1,1,1,35.36,-0.79,38017.27,27.95,-2.03,9882.12,38.02,-2.98,1562.50,18.75,3.14,4207.16,10.48,2.68,1562.50
17962000,1082.00,77.10,1.00,1,1,1,55.90,-2.68,18750.00,25.00,3.14,6987.71,8.84,-2.36,7812.50,9.88,-1.89,4555.43,6.99,2.68,873.46
17966000,1082.00,77.20,1.00,1,1,1,25.00,1.57,17677.67,12.50,1.57,6987.71,8.84,-0.79,3125.00,13.98,-2.03,1104.85,2.21,0.79,1991.80
17970000,1082.00,77.20,1.00,1,1,1,0.00,0.00,6250.00,39.53,-0.32,11267.35,39.53,-0.32,7967.22,20.96,-1.11,4207.16,15.39,-0.42,3685.15
17974000,1082.30,77.10,1.00,1,1,1,79.06,-0.32,19764.24,83.85,-0.46,11267.35,31.25,-0.64,3493.86,22.75,-1.29,1104.85,13.98,-0.46,390.63
17978000,1082.60,76.90,1.00,1,1,1,90.14,-0.59,6250.00,27.95,-1.11,15934.44,40.02,-0.90,3125.00,22.10,-0.79,2816.84,15.93,-0.20,1104.85
17982000,1082.40,76.90,1.00,1,1,1,50.00,3.14,33657.28,35.36,-2.36,9375.00,38.02,-1.41,4941.06,33.80,-0.59,3221.18,16.83,-0.38,781.25
17986000,1082.40,76.70,1.00,1,1,1,50.00,-1.57,17677.67,50.00,-1.57,8838.83,19.76,-1.89,5633.67,60.11,-0.49,6675.00,22.75,-0.28,1562.50
17990000,1082.40,76.50,1.00,1,1,1,50.00,-1.57,0.00,17.68,-0.79,9882.12,36.44,-0.54,9375.00,45.50,-0.28,4555.43,22.37,-0.21,390.62
17994000,1082.50,76.60,1.00,1,1,1,35.36,0.79,19764.24,63.74,0.20,13975.42,85.01,-0.30,12597.28,34.52,0.09,4555.43,24.26,-0.26,552.43
17998000,1082.90,76.60,1.00,1,1,1,100.00,0.00,19764.24,154.62,-0.24,25194.56,82.21,0.15,9375.00,37.50,0.00,1104.85,24.46,-0.46,1235.26
18002000,1083.70,76.30,1.00,1,1,1,213.60,-0.36,31250.00,100.78,0.12,17677.67,79.06,0.32,3493.86,34.94,0.18,1746.93,23.07,-0.49,390.63
18006000,1083.70,76.70,1.00,1,1,1,100.00,1.57,66438.41,87.50,1.57,31250.00,47.60,0.40,7967.22,39.53,0.32,1746.93,19.07,-0.61,1171.87
18010000,1083.70,77.00,1.00,1,1,1,75.00,1.57,6250.00,27.95,2.03,15934.44,39.53,1.89,14823.18,31.41,0.10,2816.84,13.98,-0.46,1408.42
18014000,1083.60,76.90,1.00,1,1,1,35.36,-2.36,25769.41,27.95,-2.68,9882.12,13.98,2.03,6442.35,15.93,-0.20,4207.16,18.88,-0.43,1235.26
18018000,1083.50,76.90,1.00,1,1,1,25.00,3.14,6250.00,0.00,0.00,6987.71,22.53,-2.16,7967.22,13.98,2.68,7411.59,18.01,-0.35,419.90
18022000,1083.60,76.90,1.00,1,1,1,25.00,0.00,12500.00,25.00,-1.57,6250.00,27.95,-2.03,1562.50,15.63,-2.50,3906.25,20.24,-0.15,1087.86
18026000,1083.50,76.70,1.00,1,1,1,55.90,-2.03,17677.67,55.90,-2.03,8838.83,27.95,-2.03,0.00,18.22,-2.11,1746.93,20.93,-0.30,769.23
18030000,1083.40,76.50,1.00,1,1,1,55.90,-2.03,0.00,35.36,-2.36,6250.00,36.44,-2.11,2209.71,15.93,-1.77,1562.50,16.64,-0.59,1720.05
18034000,1083.30,76.50,1.00,1,1,1,25.00,3.14,12500.00,17.68,-2.36,4419.42,13.98,-2.03,5633.67,18.18,-1.57,1009.42,4.62,-1.57,3648.78
18038000,1083.30,76.40,1.00,1,1,1,25.00,-1.57,8838.83,12.50,0.00,6987.71,8.84,-0.79,3493.86,18.43,-1.41,757.58,12.31,-1.57,1923.08
18042000,1083.40,76.50,1.00,1,1,1,35.36,0.79,13975.42,25.00,0.00,3125.00,16.64,-0.79,1949.74,17.67,-1.03,1693.99,15.69,-1.77,1087.86
18046000,1083.50,76.40,1.00,1,1,1,35.36,-0.79,12500.00,24.85,-1.11,6551.38,24.25,-0.24,3288.34,19.40,-0.90,757.58,14.60,-1.89,543.93
18051000,1083.50,76.30,1.00,1,1,1,20.00,-1.57,5099.02,24.85,-0.46,3142.70,29.41,-0.64,2352.94,19.40,-0.90,0.00,14.51,-2.13,688.02
18055000,1083.70,76.30,1.00,1,1,1,50.00,0.00,13462.91,39.53,-0.32,3835.19,29.41,-0.93,2079.73,19.40,-0.90,0.00,17.82,-2.48,1628.97
18059000,1083.80,76.20,1.00,1,1,1,35.36,-0.79,8838.83,39.53,-1.25,8838.83,22.53,-0.98,1755.97,15.45,-1.37,2272.73,17.82,-2.88,1746.93
18063000,1083.80,76.00,1.00,1,1,1,50.00,-1.57,8838.83,27.95,-2.03,6987.71,25.00,-1.57,3493.86,13.55,-2.03,2395.66,14.74,2.58,3337.50
18067000,1083.70,76.00,1.00,1,1,1,25.00,3.14,13975.42,17.68,-2.36,3125.00,22.53,-2.55,5633.67,16.83,-2.76,2805.67,14.41,2.28,1104.85
18071000,1083.70,75.90,1.00,1,1,1,25.00,-1.57,8838.83,25.00,3.14,4419.42,31.25,3.14,4419.42,32.42,-3.04,4226.44,17.82,2.23,873.46
18075000,1083.50,76.00,1.00,1,1,1,55.90,2.68,17677.67,51.54,2.90,6987.71,44.19,3.00,3493.86,45.62,3.00,4032.26,16.61,2.42,873.46
18079000,1083.30,76.00,1.00,1,1,1,50.00,3.14,6250.00,63.74,2.94,3125.00,69.60,2.85,6681.30,50.39,2.45,6650.17,16.61,2.42,0.00
18083000,1083.00,76.10,1.00,1,1,1,79.06,2.82,8838.83,90.35,2.82,7058.66,78.03,2.79,2357.02,50.39,2.27,2280.99,14.20,2.03,1599.47
18086000,1082.70,76.20,1.00,1,1,1,105.41,2.82,8784.10,95.83,2.68,4761.90,81.38,2.18,16024.67,57.43,2.24,2404.37,12.09,1.98,748.26
18090000,1082.40,76.40,1.00,1,1,1,90.14,2.55,7511.57,100.78,1.70,23218.58,76.01,1.84,6871.84,48.39,2.21,2280.99,10.04,1.25,2023.42
18094000,1082.60,77.00,1.00,1,1,1,158.11,1.25,40019.53,106.80,1.21,12500.00,69.03,1.66,3623.44,40.42,2.07,2550.22,14.20,1.11,1122.39
18098000,1082.70,77.20,1.00,1,1,1,55.90,1.11,25769.41,37.50,1.57,18221.72,51.54,1.33,6629.13,32.42,1.47,5702.47,13.47,0.79,1122.39
18102000,1082.60,77.30,1.00,1,1,1,35.36,2.36,13975.42,12.50,3.14,9882.12,8.84,0.79,11048.54,33.22,0.85,5002.95,13.47,0.79,0.00
18106000,1082.60,77.20,1.00,1,1,1,25.00,-1.57,13975.42,27.95,-1.11,8838.83,25.77,-0.24,5633.67,51.54,0.24,7694.42,13.56,0.36,1430.77
18110000,1082.70,77.10,1.00,1,1,1,35.36,-0.79,6250.00,63.74,-0.20,12884.71,53.40,-0.36,6987.71,50.39,-0.12,4687.50,19.31,0.17,1636.15
18114000,1083.10,77.10,1.00,1,1,1,100.00,0.00,19764.24,88.39,-0.14,6250.00,91.00,-0.28,9504.32,53.40,-0.36,3125.00,22.28,0.07,887.33
18118000,1083.40,77.00,1.00,1,1,1,79.06,-0.32,8838.83,118.59,-0.32,8838.83,95.61,-0.20,2209.71,58.71,-0.44,1746.93,26.61,0.06,1085.09
18122000,1084.00,76.80,1.00,1,1,1,158.11,-0.32,19764.24,103.08,-0.24,4419.42,81.25,-0.39,5633.67,60.11,-0.49,781.25,34.37,0.00,1991.80
18126000,1084.20,76.80,1.00,1,1,1,50.00,0.00,27950.85,45.07,-0.59,15625.00,64.35,-0.51,4687.50,62.89,-0.46,781.25,32.63,-0.29,2470.53
18130000,1084.30,76.60,1.00,1,1,1,55.90,-1.11,13975.42,39.53,-1.25,6987.71,36.44,-1.03,9375.00,49.41,-0.61,3906.25,32.85,-0.44,1235.26
18134000,1084.30,76.50,1.00,1,1,1,25.00,-1.57,8838.83,37.50,-1.57,3125.00,41.93,-1.11,1562.50,38.15,-0.61,2816.84,32.17,-0.51,552.43
18138000,1084.30,76.30,1.00,1,1,1,50.00,-1.57,6250.00,45.07,-0.98,6250.00,25.77,-1.33,4419.42,22.53,-0.59,3906.25,26.01,-0.57,1610.59
18142000,1084.50,76.20,1.00,1,1,1,55.90,-0.46,13975.42,17.68,-0.79,6987.71,13.98,-1.11,3125.00,17.68,-0.79,1562.50,22.10,-0.79,1610.59
18146000,1084.40,76.20,1.00,1,1,1,25.00,3.14,19764.24,17.68,2.36,8838.83,19.76,0.32,5633.67,13.26,-0.79,1104.85,14.82,-1.25,2762.14
18150000,1084.40,76.30,1.00,1,1,1,25.00,1.57,8838.83,35.36,0.79,9882.12,13.98,1.11,3493.86,6.99,-1.11,1746.93,19.33,-1.33,1171.88
18154000,1084.60,76.40,1.00,1,1,1,55.90,0.46,12500.00,27.95,0.46,3125.00,13.98,0.46,2209.71,9.37,3.14,3493.86,21.87,-1.57,1408.42
18158000,1084.60,76.40,1.00,1,1,1,0.00,0.00,13975.42,12.50,-1.57,8838.83,0.00,0.00,3493.86,25.19,-3.02,3983.61,25.05,-1.63,873.46
18162000,1084.60,76.30,1.00,1,1,1,25.00,-1.57,6250.00,27.95,-2.68,6250.00,38.02,-2.98,9504.32,31.25,3.14,1746.93,24.26,-1.83,1235.26
18166000,1084.40,76.30,1.00,1,1,1,50.00,3.14,13975.42,75.00,3.14,12884.71,59.29,-2.82,5633.67,26.88,-2.52,4555.43,22.37,-2.00,1104.85
18170000,1084.00,76.30,1.00,1,1,1,100.00,3.14,12500.00,91.00,-2.86,6987.71,75.26,-3.06,5633.67,36.44,-2.11,3983.61,19.58,-2.07,781.25
18174000,1083.70,76.10,1.00,1,1,1,90.14,-2.55,13975.42,76.03,-2.98,4419.42,53.76,-2.52,10004.88,40.63,-1.97,1746.93,22.21,-2.26,1171.88
18178000,1083.40,76.20,1.00,1,1,1,79.06,2.82,18750.00,37.50,-1.57,19764.24,56.25,-1.57,12597.28,43.41,-2.10,1562.50,19.89,-2.36,781.25
18182000,1083.70,75.80,1.00,1,1,1,125.00,-0.93,48814.06,125.00,-0.93,24407.03,61.56,-1.15,6250.00,40.75,-2.14,781.25,19.89,-2.36,0.00
18186000,1084.00,75.40,1.00,1,1,1,125.00,-0.93,0.00,90.14,-0.98,8838.83,75.52,-1.14,3493.86,35.63,-1.84,3125.00,18.22,-2.60,1235.26
18190000,1084.10,75.20,1.00,1,1,1,55.90,-1.11,17677.67,39.53,-1.89,18221.72,37.50,-1.57,11048.54,31.41,-1.67,1746.93,16.31,-2.85,1171.87
18194000,1083.90,75.10,1.00,1,1,1,55.90,-2.68,19764.24,50.00,3.14,13258.25,22.53,-2.55,7812.50,28.30,-1.46,1746.93,18.29,-2.79,552.43
18198000,1083.70,75.20,1.00,1,1,1,55.90,2.68,12500.00,27.95,2.68,6987.71,31.87,-2.94,3493.86,13.98,-2.03,4555.43,18.88,-2.71,390.63
18202000,1083.70,75.20,1.00,1,1,1,0.00,0.00,13975.42,17.68,-2.36,6987.71,27.95,2.68,4941.06,17.68,2.36,6442.35,15.62,-2.50,1235.26
18206000,1083.60,75.10,1.00,1,1,1,35.36,-2.36,8838.83,27.95,2.68,6987.71,17.68,2.36,3125.00,32.17,2.08,3983.61,11.38,-2.86,1610.59
18210000,1083.50,75.30,1.00,1,1,1,55.90,2.03,18750.00,39.53,1.89,6987.71,38.02,1.74,6442.35,27.95,2.03,1104.85,59.70,3.04,12334.10
18214000,1083.50,75.40,1.00,1,1,1,25.00,1.57,8838.83,63.74,1.37,8838.83,62.50,1.57,6442.35,22.53,2.16,1562.50,310.91,2.41,66223.32
18218000,1083.60,75.80,1.00,1,1,1,103.08,1.33,19764.24,88.39,1.43,6250.00,37.50,1.57,6250.00,22.10,2.36,1104.85,845.64,2.30,134470.92
18222000,1083.60,76.10,1.00,1,1,1,75.00,1.57,8838.83,17.68,2.36,19764.24,27.95,2.03,4419.42,31.25,2.21,2470.53,1418.68,2.36,144461.55
18226000,1083.50,75.90,1.00,1,1,1,55.90,-2.03,31868.87,53.03,-2.36,13975.42,25.77,-2.90,8414.32,128.47,2.82,26075.50,2007.58,2.32,148285.28
18230000,1083.30,75.80,1.00,1,1,1,55.90,-2.68,8838.83,45.07,-2.55,3125.00,39.53,-2.82,3493.86,625.66,2.39,127955.78,2437.54,2.30,108047.89
18234000,1083.20,75.70,1.00,1,1,1,35.36,-2.36,6250.00,39.53,2.82,9375.00,247.65,2.96,53445.72,1673.63,2.30,263058.60,2799.94,2.19,116802.75
18238000,1083.00,75.90,1.00,1,1,1,70.71,2.36,19764.24,463.85,2.90,106112.04,1225.14,2.40,256273.82,2806.50,2.37,285875.59,3256.92,2.08,138779.67
18242000,1079.60,76.60,1.00,2,2,2,867.83,2.94,202426.68,2414.31,2.39,505381.20,3335.45,2.29,530353.10,3988.37,2.32,297665.48,3714.20,1.98,145174.35
18246000,1068.90,89.10,1.00,2,2,2,4113.54,2.28,867219.88,6295.76,2.25,980259.25,5595.05,2.36,570278.25,4852.78,2.30,217351.84,4136.10,1.91,124875.43
18250000,1048.10,115.90,1.00,2,2,2,8481.16,2.23,1094196.34,8777.00,2.35,651208.31,7779.51,2.31,553839.58,5578.09,2.19,234395.83,4416.92,1.87,84143.20
18254000,1019.40,138.90,1.00,2,2,2,9194.73,2.47,547900.82,9281.38,2.34,127513.79,8486.48,2.29,179544.78,6482.86,2.08,275249.58,4768.87,1.82,106232.77
18258000,996.20,169.00,1.00,2,2,2,9500.82,2.23,561318.20,8232.72,2.22,375637.48,7844.43,2.15,333226.71,7343.07,1.97,292885.40,5029.23,1.79,73234.64
18262000,979.50,191.30,1.00,2,2,2,6965.00,2.21,634582.79,6839.45,1.88,734401.60,7735.92,1.89,507213.59,7720.88,1.88,197625.37,5147.24,1.77,36058.31
18266000,979.80,221.20,1.00,2,2,2,7475.38,1.56,1163843.31,8164.95,1.55,695696.87,7777.40,1.63,488792.86,7341.72,1.78,211603.40,5158.85,1.77,3221.18
18270000,981.10,256.60,1.00,2,2,2,8855.97,1.53,349385.62,9065.47,1.45,305067.87,8390.04,1.46,382710.45,7291.90,1.62,292410.93,5162.78,1.77,3149.32
18274000,988.50,293.20,1.00,2,2,2,9335.15,1.37,388557.03,8675.73,1.38,190855.39,7897.35,1.41,159994.20,6926.65,1.49,235436.40,5149.10,1.76,13694.18
18278000,994.50,324.70,1.00,2,2,2,8016.58,1.38,330541.70,6747.89,1.35,484173.35,7417.37,1.34,184732.18,6574.90,1.39,190922.54,4927.35,1.74,64274.14
18282000,1000.20,345.90,1.00,2,2,2,5488.23,1.31,644023.00,6176.80,1.28,187291.55,6243.85,1.32,294380.97,5677.71,1.37,228130.35,4495.81,1.68,127537.72
18286000,1008.80,372.00,1.00,2,2,2,6870.09,1.25,355866.02,5747.02,1.28,107936.98,4808.89,1.28,363216.56,4611.98,1.32,271946.83,4161.00,1.58,137489.46
18290000,1013.20,390.00,1.00,2,2,2,4632.49,1.33,570258.99,3441.02,1.28,576501.10,3481.25,1.27,332048.71,3462.75,1.31,287739.79,3707.58,1.48,147902.51
18294000,1016.60,398.40,1.00,2,2,2,2265.50,1.19,603246.43,1218.73,1.20,557074.53,1809.10,1.28,418055.63,2464.61,1.28,250518.26,3397.43,1.39,109298.24
18298000,1016.70,399.10,1.00,2,2,2,176.78,1.43,523584.40,178.97,1.14,260051.83,687.07,1.19,281571.00,1834.59,1.27,157535.73,2938.79,1.36,116796.88
18302000,1017.20,399.70,1.00,1,1,1,195.26,0.88,25769.41,156.62,1.07,6250.00,120.71,1.20,141593.88,1075.77,1.30,190030.13,2392.40,1.32,139488.13
18306000,1017.30,400.20,1.00,1,1,1,127.48,1.37,25769.41,63.74,1.37,24407.03,188.02,1.30,17258.38,499.27,1.28,144195.13,1806.88,1.31,146627.53
18310000,1017.30,400.20,1.00,1,1,1,0.00,0.00,31868.87,226.38,1.46,40745.02,346.52,1.44,40655.04,220.02,1.37,70225.64,1307.30,1.27,125499.49
18314000,1017.50,402.00,1.00,1,1,1,452.77,1.46,113192.31,629.48,1.45,100778.22,320.28,1.47,6987.71,200.10,1.32,5687.59,964.04,1.26,85932.17
18318000,1017.90,405.20,1.00,1,1,1,806.23,1.45,88388.35,414.20,1.48,53945.86,321.74,1.43,3125.00,173.01,1.28,7031.25,530.68,1.26,108338.42
18322000,1017.80,405.30,1.00,1,1,1,35.36,2.36,196253.98,17.68,0.79,100195.12,212.22,1.33,28168.37,151.20,1.26,5524.27,247.51,1.14,71562.24
18326000,1018.00,405.30,1.00,1,1,1,50.00,0.00,19764.24,62.50,0.00,12884.71,57.62,-0.22,54709.82,150.33,1.21,1746.93,106.22,1.11,35340.23
18330000,1018.30,405.30,1.00,1,1,1,75.00,0.00,6250.00,106.80,-0.36,13258.25,69.88,-0.46,4941.06,97.08,0.99,14843.75,101.32,1.11,1235.26
18334000,1018.80,405.00,1.00,1,1,1,145.77,-0.54,22534.70,88.39,-0.79,11267.35,72.89,-0.54,1562.50,52.01,-0.57,27444.01,84.58,1.13,4225.26
18338000,1018.80,404.80,1.00,1,1,1,50.00,-1.57,31868.87,45.07,-0.98,11267.35,71.26,-0.66,2209.71,68.54,-0.42,4687.50,78.31,1.07,1991.80
18342000,1019.00,404.70,1.00,1,1,1,55.90,-0.46,13975.42,55.90,-0.46,6987.71,53.76,-0.95,6250.00,55.90,-0.46,3221.18,80.43,1.06,552.43
18346000,1019.20,404.60,1.00,1,1,1,55.90,-0.46,0.00,62.50,-0.93,6987.71,67.31,-0.38,9110.86,42.50,-0.30,3906.25,62.23,0.68,8156.49
18350000,1019.30,404.30,1.00,1,1,1,79.06,-1.25,13975.42,79.06,-0.32,11267.35,39.53,-0.32,6987.71,25.19,-0.52,4687.50,48.94,-0.29,13286.99
18354000,1019.80,404.40,1.00,1,1,1,127.48,0.20,35355.34,45.07,0.59,15625.00,31.25,0.64,8414.32,28.81,-0.22,2209.71,63.76,-0.30,3705.79
18358000,1019.60,404.50,1.00,1,1,1,55.90,2.68,43750.00,67.31,1.95,18221.72,22.53,0.98,3125.00,25.00,0.00,1746.93,62.27,-0.31,390.63
18362000,1019.60,404.90,1.00,1,1,1,100.00,1.57,22534.70,17.68,2.36,12884.71,13.98,2.03,4941.06,43.86,-0.07,4752.16,58.82,-0.30,873.46
18366000,1019.50,404.60,1.00,1,1,1,79.06,-1.89,44194.17,39.53,-1.25,13975.42,17.68,0.79,4687.50,50.00,0.00,1746.93,51.54,-0.24,1953.12
18370000,1019.70,404.60,1.00,1,1,1,50.00,0.00,26516.50,39.53,0.32,13975.42,67.31,-0.38,15625.00,60.11,-0.16,3314.56,53.49,-0.12,1746.93
18374000,1019.80,404.70,1.00,1,1,1,35.36,0.79,8838.83,113.19,-0.11,19764.24,89.49,-0.21,6442.35,69.88,-0.18,2470.53,51.59,-0.03,1235.26
18378000,1020.60,404.50,1.00,1,1,1,206.16,-0.24,47598.58,146.31,-0.35,11267.35,128.85,-0.24,9882.12,75.13,-0.30,2470.53,57.83,0.03,1746.93
18382000,1020.90,404.30,1.00,1,1,1,90.14,-0.59,31250.00,146.31,-0.35,0.00,130.50,-0.29,1562.50,79.12,-0.16,2816.84,56.79,0.14,1610.59
18386000,1021.70,404.10,1.00,1,1,1,206.16,-0.24,31250.00,115.24,-0.22,8838.83,83.39,-0.23,11899.65,78.37,-0.08,1562.50,45.74,0.14,2762.14
18390000,1021.80,404.10,1.00,1,1,1,25.00,0.00,45500.69,27.95,0.46,23799.29,69.03,-0.09,4419.42,78.19,-0.04,781.25,44.19,0.14,390.63
18394000,1021.90,404.20,1.00,1,1,1,35.36,0.79,6250.00,27.95,0.46,0.00,36.44,0.54,11267.35,72.15,0.09,2816.84,37.50,0.00,2209.71
18398000,1022.00,404.20,1.00,1,1,1,25.00,0.00,6250.00,45.07,0.59,4419.42,44.19,0.79,3125.00,64.42,0.24,3314.56,37.79,0.12,1171.87
18402000,1022.20,404.40,1.00,1,1,1,70.71,0.79,13975.42,62.50,0.93,6250.00,69.88,0.46,7812.50,38.15,0.61,7967.22,37.79,0.12,0.00
18406000,1022.30,404.60,1.00,1,1,1,55.90,1.11,6250.00,95.20,0.40,12884.71,67.60,0.59,2209.71,31.25,0.93,3221.18,32.81,0.00,1657.28
18410000,1022.90,404.70,1.00,1,1,1,152.07,0.17,31868.87,79.06,0.32,4419.42,40.02,0.67,6987.71,22.10,1.43,3983.61,21.93,-0.07,2762.14
18414000,1022.90,404.80,1.00,1,1,1,25.00,1.57,37500.00,27.95,2.68,25194.56,19.76,1.25,6442.35,22.10,1.71,1562.50,18.81,-0.08,781.25
18418000,1022.70,404.80,1.00,1,1,1,50.00,3.14,13975.42,63.74,2.94,9375.00,57.62,2.92,15702.93,15.93,1.77,1562.50,9.50,-0.17,2343.75
18422000,1022.40,404.90,1.00,1,1,1,79.06,2.82,8838.83,88.39,3.00,6250.00,62.81,3.04,2209.71,12.88,2.90,3906.25,7.81,0.00,552.43
18426000,1022.00,404.90,1.00,1,1,1,100.00,3.14,8838.83,62.50,3.14,6987.71,38.02,2.98,6250.00,29.65,-2.82,5002.44,7.81,-0.93,1746.93
18430000,1021.90,404.90,1.00,1,1,1,25.00,3.14,18750.00,12.50,0.00,18750.00,33.66,-2.76,4941.06,31.25,-2.50,2470.53,10.00,-0.90,552.43
18434000,1022.10,404.90,1.00,1,1,1,50.00,0.00,18750.00,25.00,-1.57,6987.71,31.25,-1.57,9110.86,27.95,-2.03,3493.86,12.88,-1.33,1408.42
18438000,1021.90,404.70,1.00,1,1,1,70.71,-2.36,27950.85,63.74,-1.77,9882.12,45.50,-1.29,4419.42,25.19,-1.70,2343.75,20.37,-1.49,1991.80
18442000,1022.00,404.40,1.00,1,1,1,79.06,-1.25,19764.24,67.31,-1.19,9375.00,57.62,-1.35,3125.00,34.94,-1.39,3314.56,28.73,-1.96,3493.86
18446000,1022.10,404.20,1.00,1,1,1,55.90,-1.11,6250.00,62.50,-0.93,4419.42,45.07,-0.98,5633.67,40.62,-1.18,2470.53,31.64,-1.92,781.25
18450000,1022.30,404.00,1.00,1,1,1,70.71,-0.79,6250.00,27.95,-0.46,9882.12,39.53,-1.25,3125.00,41.69,-1.34,1746.93,31.13,-1.88,390.62
18454000,1022.30,404.10,1.00,1,1,1,25.00,1.57,22534.70,27.95,-2.03,9882.12,36.44,-1.03,2209.71,46.46,-1.23,1746.93,32.63,-1.86,390.62
18458000,1022.20,403.80,1.00,1,1,1,79.06,-1.89,25769.41,51.54,-1.33,8838.83,25.77,-1.33,3493.86,44.19,-1.43,2343.75,33.73,-1.80,552.43
18462000,1022.40,403.70,1.00,1,1,1,55.90,-0.46,22534.70,35.36,-0.79,6987.71,50.39,-1.45,6250.00,40.75,-1.49,1104.85,30.70,-1.83,781.25
18466000,1022.40,403.60,1.00,1,1,1,25.00,-1.57,12500.00,50.00,-1.57,8838.83,50.00,-1.57,1562.50,34.94,-1.75,2816.84,31.44,-2.03,1610.59
18470000,1022.40,403.30,1.00,1,1,1,75.00,-1.57,12500.00,79.06,-1.89,8838.83,51.54,-1.82,3125.00,40.63,-1.97,2470.53,25.44,-1.76,2470.53
18474000,1022.20,403.00,1.00,1,1,1,90.14,-2.16,12500.00,55.90,-2.03,6250.00,47.60,-1.98,2209.71,38.15,-2.18,2209.71,18.81,-1.65,1746.93
18478000,1022.20,402.90,1.00,1,1,1,25.00,-1.57,17677.67,17.68,-2.36,9882.12,45.07,-2.55,6629.13,38.15,-2.53,3314.56,12.88,-1.33,1953.12
18482000,1022.10,402.90,1.00,1,1,1,25.00,3.14,8838.83,50.00,3.14,9882.12,45.50,-2.86,3493.86,40.62,-2.75,2209.71,10.48,-1.11,873.46
18486000,1021.80,402.90,1.00,1,1,1,75.00,3.14,12500.00,76.03,-2.98,6987.71,50.39,3.02,4941.06,25.77,-2.90,3906.25,9.50,-1.74,1562.50
18490000,1021.50,402.80,1.00,1,1,1,79.06,-2.82,6250.00,51.54,2.90,8838.83,57.62,2.92,2209.71,11.27,2.55,5002.44,12.88,1.82,5482.68
18494000,1021.40,403.00,1.00,1,1,1,55.90,2.03,22534.70,53.03,2.36,6987.71,17.68,2.36,10937.50,15.93,1.37,3906.25,33.55,2.06,5313.07
18498000,1021.20,403.10,1.00,1,1,1,55.90,2.68,8838.83,27.95,0.46,16828.64,35.36,0.79,9882.12,22.10,0.79,3125.00,240.95,1.62,52740.16
18502000,1021.60,403.10,1.00,1,1,1,100.00,0.00,38017.27,88.39,0.14,15625.00,61.56,0.42,7812.50,22.53,0.98,1104.85,414.07,1.58,43422.67
18506000,1021.90,403.20,1.00,1,1,1,79.06,0.32,8838.83,95.20,0.40,6250.00,89.49,0.21,7967.22,58.38,1.30,9407.50,689.06,1.57,68759.99
